#From	To
A2P2R3	YMR084W
Q06139	YLR346C
Q06142	YLR347C
Q06143	YLR348C
Q06144	YLR350W
Q06146	YLR257W
Q06147	YLR260W
Q06148	YLR265C
Q06149	YLR266C
Q06150	YLR267W
Q06151	YLR270W
Q06152	YLR271W
Q06156	YLR272C
Q06158	YLR311C
Q06159	YLR312C
Q06162	YLR315W
Q06163	YLR318W
Q06164	YLR320W
Q06168	YLR321C
Q06169	YLR324W
Q06170	YLR326W
Q06177	YLR327C
Q06178	YLR328W
Q06179	YLR454W
Q06188	YLR455W
Q06199	YLR456W
Q06200	YLR443W
Q06201	YLR445W
Q06204	YLR446W
Q06205	YLR449W
Q06208	YLR453C
Q06211	YPR164W
Q06213	YPR168W
Q06214	YPR169W
Q06216	YLR273C
Q06217	YLR275W
Q06218	YLR276C
Q06224	YLR277C
Q06235	YLR162W
Q06236	YLR164W
Q06244	YLR165C
Q06245	YLR166C
Q06247	YLR173W
Q06251	YLR177W
Q06252	YLR179C
Q06263	YLR181C
Q06266	YLR183C
Q06267	YLR184W
Q06287	YLR186W
Q06315	YLR187W
Q06321	YLR189C
Q06324	YLR190W
Q06325	YDR349C
Q06328	YDR352W
Q06333	YDR357C
Q06336	YDR358W
Q06337	YDR359C
Q06338	YDR361C
Q06339	YDR362C
Q06340	YDR363W
Q06344	YDR365C
Q06346	YDR367W
Q06349	YDR370C
Q06350	YDR371W
Q06385	YDR372C
Q06389	YDR373W
Q06390	YDR374C
Q06405	YDR377W
Q06406	YDR378C
Q06407	YDR379W
Q06408	YDR380W
Q06409	YLR422W
Q06410	YLR423C
Q06411	YLR424W
Q06412	YLR425W
Q06417	YLR426W
Q06436	YLR427W
Q06440	YLR429W
Q06449	YPR154W
Q06451	YPR156C
Q06466	YPR157W
Q06469	YPR158W
Q06479	YLR352W
Q06485	YLR356W
Q06488	YLR357W
Q06489	YPR118W
Q06490	YPR121W
Q06493	YPR125W
Q06494	YPR127W
Q06497	YPR128C
Q06504	YPR131C
Q06505	YPR133C
Q06506	YPR137W
Q06508	YPR139C
Q06510	YPR140W
Q06511	YPR143W
Q06512	YPR144C
Q06522	YPR147C
Q06523	YPR148C
Q06524	YPR151C
Q06525	YPR152C
Q06537	YPR153W
Q06538	YLR241W
Q06541	YLR242C
Q06543	YLR243W
Q06549	YLR245C
Q06551	YLR246W
Q06554	YLR247C
Q06563	YLR251W
Q06567	YLR253W
Q06568	YLR254C
Q06580	YPR188C
Q06592	YPR193C
Q06593	YPR194C
Q06594	YPR195C
Q06595	YPR196W
Q06596	YPR199C
Q06597	YPR200C
Q06598	YPR201W
Q06604	YPR171W
Q06608	YPR172W
Q06616	YPR174C
Q06623	YPR179C
Q06624	YPR180W
Q06625	YPR184W
Q06628	YPR185W
Q06629	YDR295C
Q06630	YDR296W
Q06631	YDR299W
Q06632	YDR301W
Q06636	YDR302W
Q06639	YDR303C
Q06640	YDR306C
Q06644	YDR307W
Q06648	YDR309C
Q06651	YDR313C
Q06665	YDR314C
Q06667	YDR315C
Q06668	YDR316W
Q06671	YLR431C
Q06672	YLR435W
Q06673	YLR436C
Q06674	YDR317W
Q06675	YDR318W
Q06676	YDR319C
Q06677	YDR320C
Q06678	YDR322W
Q06679	YDR324C
Q06680	YDR325W
Q06681	YDR326C
Q06682	YDR330W
Q06683	YDR332W
Q06685	YLR410W
Q06686	YLR411W
Q06688	YLR412W
Q06689	YLR413W
Q06695	YLR416C
Q06696	YLR417W
Q06697	YLR418C
Q06698	YLR419W
Q06702	YLR307W
Q06703	YLR308W
Q06704	YLR309C
Q06705	YLR380W
Q06706	YLR384C
Q06707	YLR385C
Q06708	YLR386W
Q06709	YLR387C
Q06810	YPR075C
Q06813	YPR078C
Q06815	YPR079W
Q06817	YPR081C
Q06819	YPR082C
Q06820	YPR083W
Q06821	YPR084W
Q06822	YPR085C
Q06833	YPR091C
Q06834	YPR093C
Q06835	YPR094W
Q06836	YPR095C
Q06839	YPR097W
Q06892	YPL188W
Q06991	YLR414C
Q07074	YHR007C-A
Q07084	YLR006C
Q07349	YDL027C
Q07350	YDL043C
Q07351	YDL048C
Q07355	YDL050C
Q07362	YDL053C
Q07376	YDL054C
Q07379	YDL057W
Q07381	YDL060W
Q07395	YDL063C
Q07410	YDL062W
Q07418	YDL065C
Q07435	YDL068W
Q07438	YDL071C
Q07442	YDL070W
Q07451	YDL072C
Q07454	YDL073W
Q07457	YDL074C
Q07458	YDL076C
Q07468	YDL077C
Q07471	YDL080C
Q07478	YDL084W
Q07500	YDL085W
Q07505	YDL086W
Q07508	YDL087C
Q07509	YDL094C
Q07521	YDL096C
Q07527	YDL112W
Q07528	YDL113C
Q07530	YDL114W
Q07532	YDL115C
Q07533	YDL117W
Q07534	YDL119C
Q07535	YDL118W
Q07540	YDL120W
Q07541	YDL121C
Q07549	YDL123W
Q07551	YDL124W
Q07555	YDL129W
Q07560	YDL142C
Q07589	YDL144C
Q07613	YDL187C
Q07622	YDL203C
Q07623	YDL213C
Q07629	YDL218W
Q07648	YDL219W
Q07649	YDL221W
Q07651	YDL222C
Q07653	YDL223C
Q07655	YDL224C
Q07657	YDL225W
Q07658	YDL228C
Q07660	YDL231C
Q07684	YDL233W
Q07688	YDL235C
Q07716	YDL237W
Q07729	YDL238C
Q07732	YDL239C
Q07738	YDL241W
Q07746	YDL242W
Q07747	YDL243C
Q07748	YDL244W
Q07786	YDL246C
Q07788	YDL248W
Q07790	YDR053W
Q07791	YDR261W-B
Q07793	YDR261C-D
Q07794	YLL002W
Q07798	YLL005C
Q07799	YLL007C
Q07800	YLL010C
Q07804	YLL012W
Q07807	YLL013C
Q07811	YLL020C
Q07821	YLL027W
Q07824	YLL028W
Q07825	YLL029W
Q07829	YLL030C
Q07830	YLL031C
Q07834	YLL032C
Q07843	YLL033W
Q07844	YLL034C
Q07845	YLL035W
Q07865	YLL037W
Q07872	YLL038C
Q07878	YLL040C
Q07879	YLL042C
Q07880	YLL044W
Q07881	YLL047W
Q07887	YLL049W
Q07895	YLR001C
Q07896	YLR002C
Q07897	YLR003C
Q07904	YLR004C
Q07913	YLR007W
Q07914	YLR008C
Q07915	YLR009W
Q07921	YLR010C
Q07923	YLR011W
Q07927	YLR012C
Q07928	YLR013W
Q07930	YLR016C
Q07938	YLR017W
Q07949	YLR019W
Q07950	YLR020C
Q07951	YLR021W
Q07953	YLR022C
Q07959	YLR023C
Q07963	YLR024C
Q07967	YLR030W
Q07978	YLR031W
Q07979	YLR033W
Q07980	YLR035C
Q07986	YLR036C
Q07987	YLR037C
Q07988	YLR040C
Q07989	YLR041W
Q07990	YLR042C
Q07992	YLR062C
Q07993	YLR070C
Q08001	YLR072W
Q08003	YLR073C
Q08004	YLR074C
Q08018	YLR076C
Q08023	YLR077W
Q08027	YLR101C
Q08032	YLR103C
Q08045	YLR104W
Q08054	YOL007C
Q08058	YOL008W
Q08096	YOL010W
Q08108	YOL011W
Q08109	YOL013C
Q08110	YOL014W
Q08118	YOL015W
Q08119	YOL017W
Q08144	YOL018C
Q08157	YOL019W
Q08162	YOL021C
Q08172	YOL024W
Q08176	YOL026C
Q08179	YOL027C
Q08182	YOL028C
Q08187	YOL029C
Q08193	YOL030W
Q08199	YOL031C
Q08202	YOL032W
Q08204	YOL034W
Q08205	YOL037C
Q08206	YOL036W
Q08207	YOL035C
Q08208	YOL041C
Q08213	YOL042W
Q08214	YOL043C
Q08215	YOL044W
Q08216	YOL046C
Q08217	YOL045W
Q08218	YOL047C
Q08219	YOL048C
Q08220	YOL049W
Q08222	YOL050C
Q08223	YOL053W
Q08224	YOL055C
Q08225	YOL057W
Q08226	YOL063C
Q08227	YOL065C
Q08229	YOL070C
Q08230	YOL071W
Q08231	YOL072W
Q08232	YOL073C
Q08234	YOL075C
Q08235	YOL077C
Q08236	YOL078W
Q08237	YOL080C
Q08238	YOL079W
Q08240	YOL099C
Q08241	YOL106W
Q08245	YOL109W
Q08259	YOL118C
Q08268	YOL119C
Q08269	YOL130W
Q08270	YOL131W
Q08271	YOL132W
Q08272	YOL134C
Q08273	YOL133W
Q08278	YOL135C
Q08280	YOL137W
Q08281	YOL138C
Q08282	YOL141W
Q08285	YOL142W
Q08287	YOL144W
Q08293	YOL150C
Q08295	YOL157C
Q08299	YOL158C
Q08300	YOL159C
Q08321	YOL160W
Q08322	YOL161C
Q08347	YOL164W
Q08361	YOL165C
Q08373	YOL166C
Q08387	YOR005C
Q08409	YOR011W
Q08411	YOR041C
Q08412	YOR042W
Q08416	YOR044W
Q08419	YOR050C
Q08421	YOR051C
Q08422	YOR052C
Q08428	YOR053W
Q08438	YOR054C
Q08439	YOR055W
Q08444	YOR056C
Q08446	YOR057W
Q08448	YOR059C
Q08457	YOR060C
Q08465	YOR064C
Q08471	YOR066W
Q08474	YOR068C
Q08484	YOR070C
Q08485	YOR071C
Q08486	YOR072W
Q08490	YOR073W
Q08491	YOR076C
Q08492	YOR078W
Q08496	YOR080W
Q08498	YOR082C
Q08503	YOR102W
Q08504	YOR105W
Q08521	YOR121C
Q08522	YOR135C
Q08532	YOR139C
Q08533	YOR146W
Q08540	YOR169C
Q08543	YOR170W
Q08548	YOR175C
Q08550	YOR177C
Q08553	YOR179C
Q08558	YOR180C
Q08559	YOR183W
Q08560	YOR186W
Q08561	YOR189W
Q08562	YOR191W
Q08579	YOR192C
Q08580	YOR193W
Q08581	YOR195W
Q08601	YOR197W
Q08604	YOR199W
Q08620	YOR200W
Q08621	YOR203W
Q08622	YOR205C
Q08630	YOR235W
Q08634	YOR238W
Q08641	YOR239W
Q08645	YOR241W
Q08646	YOR242C
Q08647	YOR243C
Q08649	YOR244W
Q08650	YOR245C
Q08651	YOR246C
Q08673	YOR247W
Q08681	YOR248W
Q08683	YOR249C
Q08685	YOR250C
Q08686	YOR251C
Q08687	YOR252W
Q08689	YOR253W
Q08692	YOR255W
Q08693	YOR256C
Q08702	YOR258W
Q08723	YOR261C
Q08726	YOR262W
Q08728	YOR263C
Q08729	YOR264W
Q08732	YOR267C
Q08734	YOR268C
Q08736	YOR277C
Q08741	YOR282W
Q08742	YOR286W
Q08743	YOR292C
Q08745	YOR293W
Q08746	YOR294W
Q08747	YOR295W
Q08748	YOR296W
Q08749	YOR297C
Q08750	YOR298W
Q08754	YOR299W
Q08756	YOR300W
Q08760	YOR301W
Q08773	YOR304W
Q08774	YOR305W
Q08777	YOR306C
Q08786	YOR331C
Q08789	YOR333C
Q08811	YOR345C
Q08816	YOR352W
Q08817	YOR353C
Q08818	YOR354C
Q08822	YOR356W
Q08826	YOR357C
Q08831	YOR359W
Q08842	YOR364W
Q08844	YOR365C
Q08872	YOR366W
Q08873	YOR367W
Q08886	YOR371C
Q08887	YOR372C
Q08900	YOR376W
Q08902	YOR378W
Q08903	YOR379C
Q08904	YOR380W
Q08905	YOR381W
Q08906	YOR382W
Q08907	YOR383C
Q08908	YOR384W
Q08909	YOR385W
Q08910	YOR387C
Q08911	YOR388C
Q08912	YOR389W
Q08913	YOR390W
Q08914	YOR391C
Q08915	YOR392W
Q08916	YPL142C
Q08919	YPL176C
Q08920	YPL178W
Q08921	YPL180W
Q08922	YPL182C
Q08923	YPL181W
Q08924	YPL183C
Q08925	YPL184C
Q08926	YPL186C
Q08927	YPL185W
Q08929	YPL189W
Q08930	YPL191C
Q08931	YPL192C
Q08932	YPL193W
Q08949	YPL194W
Q08951	YPL195W
Q08952	YPL196W
Q08953	YPL197C
Q08954	YPL199C
Q08955	YPL200W
Q08956	YPL201C
Q08957	YPL202C
Q08958	YPL205C
Q08959	YPL206C
Q08960	YPL207W
Q08961	YPL208W
Q08962	YPL211W
Q08963	YPL213W
Q08964	YPL216W
Q08965	YPL217C
Q08966	YPL219W
Q08967	YPL221W
Q08968	YPL222W
Q08969	YPL223C
Q08970	YPL224C
Q08971	YPL225W
Q08972	YPL226W
Q08974	YPL257W
Q08975	YPL258C
Q08976	YPL261C
Q08977	YPL260W
Q08979	YPL263C
Q08980	YPL264C
Q08981	YPL267W
Q08984	YPL272C
Q08985	YPL273W
Q08986	YPL274W
Q08989	YPL277C
Q08990	YPL278C
Q08991	YPL279C
Q08992	YPL280W
Q08993	YPR202W
Q08994	YPR203W
Q08995	YPR204W
Q10740	YNL045W
Q12000	YOR091W
Q12001	YOR002W
Q12003	YPL236C
Q12004	YPR056W
Q12006	YOL003C
Q12008	YDL021W
Q12009	YDL201W
Q12010	YOL092W
Q12012	YOR289W
Q12013	YOR034C
Q12015	YOR223W
Q12016	YOL129W
Q12017	YOR281C
Q12018	YDL132W
Q12019	YLR106C
Q12020	YLR082C
Q12021	YDR030C
Q12023	YDL011C
Q12024	YOR272W
Q12025	YDR056C
Q12026	YLR053C
Q12027	YDL176W
Q12028	YPR029C
Q12029	YOR271C
Q12030	YDR167W
Q12031	YPR006C
Q12032	YOR215C
Q12033	YOR275C
Q12034	YDR515W
Q12035	YLR051C
Q12036	YPL148C
Q12038	YPR032W
Q12039	YOL095C
Q12040	YOR283W
Q12041	YDR253C
Q12042	YPL162C
Q12043	YOR081C
Q12044	YOR220W
Q12045	YPL253C
Q12046	YDL209C
Q12047	YDL158C
Q12048	YPL250C
Q12049	YPR045C
Q12050	YOR144C
Q12051	YPL069C
Q12052	YPL157W
Q12055	YDL166C
Q12056	YOR226C
Q12057	YOR104W
Q12058	YPL251W
Q12059	YPL003W
Q12060	YPL254W
Q12063	YDL193W
Q12064	YDL151C
Q12066	YDL089W
Q12067	YOR079C
Q12068	YOL151W
Q12069	YDL036C
Q12070	YOR024W
Q12071	YDR027C
Q12072	YLR095C
Q12074	YPR069C
Q12077	YLR140W
Q12078	YLR034C
Q12079	YPR027C
Q12080	YPL146C
Q12082	YDL157C
Q12083	YPL164C
Q12084	YDR020C
Q12085	YGR027W-A
Q12086	YDR263C
Q12089	YPL005W
Q12090	YLR107W
Q12091	YPL170W
Q12092	YPL166W
Q12093	YDL033C
Q12094	YOR006C
Q12096	YOR320C
Q12098	YLR135W
Q12099	YDR021W
Q12100	YDL025C
Q12102	YLR115W
Q12103	YDL109C
Q12104	YOR166C
Q12106	YOR228C
Q12107	YLR102C
Q12108	YOR118W
Q12109	YOL097C
Q12110	YLR049C
Q12111	YDR029W
Q12112	YNL284C-B
Q12113	YOR192C-B
Q12114	YLR330W
Q12115	YDL016C
Q12116	YDR105C
Q12117	YDR033W
Q12118	YOR007C
Q12119	YER060W-A
Q12121	YDL211C
Q12122	YDL131W
Q12123	YOR173W
Q12124	YDL005C
Q12125	YOR164C
Q12127	YLR110C
Q12128	YOR134W
Q12129	YLR363C
Q12130	YLR112W
Q12132	YPL230W
Q12133	YLR066W
Q12134	YOR284W
Q12135	YDL172C
Q12136	YDL153C
Q12138	YLR125W
Q12139	YPR022C
Q12140	YDL037C
Q12141	YGR027W-B
Q12142	YDL149W
Q12143	YPL233W
Q12144	YLR064W
Q12145	YPR013C
Q12146	YOL146W
Q12147	YDL026W
Q12148	YDL163W
Q12149	YOR001W
Q12150	YLR087C
Q12151	YDR213W
Q12152	YPL150W
Q12153	YDR312W
Q12154	YDL100C
Q12155	YLR050C
Q12156	YDR063W
Q12157	YDL008W
Q12158	YDL003W
Q12159	YDR381W
Q12160	YPR063C
Q12161	YOL054W
Q12163	YDR162C
Q12164	YLL023C
Q12165	YDL004W
Q12166	YOR108W
Q12167	YDR065W
Q12168	YLR144C
Q12169	YOR015W
Q12171	YOR147W
Q12172	YOR162C
Q12173	YGR109W-A
Q12174	YLR123C
Q12175	YDL154W
Q12176	YDR060W
Q12177	YLL056C
Q12178	YPR062W
Q12179	YPL245W
Q12180	YOL089C
Q12181	YPR048W
Q12182	YOR342C
Q12184	YPL252C
Q12185	YDR018C
Q12186	YLR116W
Q12187	YDL196W
Q12188	YPR007C
Q12189	YOR095C
Q12191	YDL099W
Q12192	YOR279C
Q12193	YBR012W-B
Q12194	YPL066W
Q12195	YDR015C
Q12196	YOR119C
Q12198	YLL058W
Q12199	YPR040W
Q12200	YPL006W
Q12202	YLR054C
Q12204	YOR022C
Q12205	YLR057W
Q12206	YOR229W
Q12207	YPR149W
Q12208	YLR132C
Q12209	YLR047C
Q12210	YDL009C
Q12211	YPL212C
Q12212	YOR137C
Q12213	YPL198W
Q12214	YPR068C
Q12215	YOL105C
Q12216	YOR156C
Q12217	YBR012W-A
Q12218	YOR009W
Q12219	YOR114W
Q12220	YLR129W
Q12221	YPR042C
Q12222	YOL128C
Q12223	YDL059C
Q12224	YPL089C
Q12225	YOR225W
Q12226	YLL063C
Q12229	YDL091C
Q12230	YPL004C
Q12232	YOR154W
Q12233	YPR020W
Q12234	YOR216C
Q12235	YLL055W
Q12236	YOL100W
Q12239	YOL107W
Q12241	YOR106W
Q12242	YOR138C
Q12243	YOR029W
Q12244	YLL054C
Q12245	YPL144W
Q12246	YOR171C
Q12247	YLR068W
Q12248	YDR016C
Q12249	YOR218C
Q12250	YDL147W
Q12251	YPR011C
Q12252	YOL084W
Q12253	YLR046C
Q12254	YPL163C
Q12255	YLR093C
Q12256	YOR273C
Q12257	YDL177C
Q12259	YLR108C
Q12260	YBL100W-A
Q12261	YOR325W
Q12262	YPR046W
Q12263	YDR507C
Q12264	YDL023C
Q12265	YOL061W
Q12266	YBL005W-A
Q12267	YLR086W
Q12269	YGR038C-B
Q12270	YPL246C
Q12271	YOR109W
Q12272	YOL102C
Q12273	YOL103W-B
Q12274	YOR097C
Q12275	YOR093C
Q12276	YOR227W
Q12277	YDL111C
Q12280	YPL242C
Q12281	YDL032W
Q12282	YOR214C
Q12283	YOR221C
Q12284	YPR037C
Q12285	YOL111C
Q12286	YPR009W
Q12287	YLL009C
Q12288	YLR126C
Q12289	YOR100C
Q12291	YLR063W
Q12292	YOL083W
Q12293	YOR343W-A
Q12296	YOL060C
Q12297	YPL011C
Q12298	YDR061W
Q12300	YDL138W
Q12301	YDL180W
Q12303	YLR121C
Q12305	YOR285W
Q12306	YDR510W
Q12307	YDL162C
Q12308	YPL007C
Q12309	YLR117C
Q12310	YDL214C
Q12311	YPR031W
Q12312	YLR122C
Q12314	YOR021C
Q12315	YDL207W
Q12316	YGR161C-D
Q12317	YOL112W
Q12318	YLR376C
Q12320	YOR040W
Q12321	YPR070W
Q12322	YOL114C
Q12324	YOR087W
Q12325	YLR092W
Q12326	YOL056W
Q12327	YLR124W
Q12328	YDL217C
Q12329	YDR171W
Q12330	YOR159C
Q12331	YDR262W
Q12333	YOL152W
Q12334	YDL139C
Q12335	YDR032C
Q12336	YLL059C
Q12338	YLR154C
Q12339	YOR004W
Q12340	YOR172W
Q12341	YPL001W
Q12342	YDL146W
Q12343	YOR174W
Q12344	YPL249C
Q12345	YLR052W
Q12346	YPR071W
Q12347	YLR097C
Q12348	YOL117W
Q12349	YLR295C
Q12350	YPR061C
Q12351	YOR012W
Q12352	YDL041W
Q12354	YLR118C
Q12355	YDR055W
Q12358	YLL057C
Q12359	YDR384C
Q12361	YDL035C
Q12362	YOL066C
Q12363	YOR230W
Q12365	YPL255W
Q12366	YOL104C
Q12367	YLR137W
Q12368	YDL098C
Q12369	YLL003W
Q12370	YLL025W
Q12372	YLL061W
Q12373	YLL022C
Q12374	YPR155C
Q12375	YOR130C
Q12377	YDL097C
Q12378	YDR066C
Q12379	YDR260C
Q12380	YPL149W
Q12382	YOR311C
Q12383	YOL125W
Q12385	YLR099C
Q12386	YOR141C
Q12387	YOL076W
Q12389	YDL031W
Q12390	YLL060C
Q12391	YNL284C-A
Q12392	YDR034C-C
Q12393	YLR091W
Q12394	YDL152W
Q12395	YLR128W
Q12396	YLR080W
Q12398	YOR032C
Q12400	YOL093W
Q12402	YPR028W
Q12403	YDL018C
Q12404	YOR288C
Q12405	YOR084W
Q12406	YPR034W
Q12407	YDL199C
Q12408	YDL046W
Q12411	YOL091W
Q12412	YOR161C
Q12414	YPL257W-B
Q12415	YOR110W
Q12416	YOR083W
Q12417	YPL151C
Q12418	YLR094C
Q12420	YOR308C
Q12421	YDR022C
Q12424	YDL206W
Q12425	YPR067W
Q12426	YDR010C
Q12427	YDR169C
Q12428	YPR002W
Q12429	YLR143W
Q12431	YLL014W
Q12432	YPR023C
Q12433	YOR023C
Q12434	YDL135C
Q12436	YLR130C
Q12438	YDL010W
Q12439	YOR192C-A
Q12440	YLR127C
Q12441	YDR210C-C
Q12442	YOL002C
Q12443	YDL204W
Q12444	YOR309C
Q12445	YLR018C
Q12446	YOR181W
Q12447	YDR071C
Q12448	YDL034W
Q12449	YDR214W
Q12450	YOR016C
Q12451	YDL019C
Q12452	YLR100W
Q12453	YOR112W
Q12454	YDR067C
Q12455	YLR146C
Q12457	YDR026C
Q12458	YDR368W
Q12459	YDL039C
Q12460	YLR197W
Q12461	YPL152W
Q12462	YOL147C
Q12463	YOL124C
Q12464	YPL235W
Q12465	YLR084C
Q12466	YOR086C
Q12467	YPL168W
Q12468	YDL216C
Q12469	YOL113W
Q12470	YNL054W-A
Q12471	YOL136C
Q12472	YDR034C-D
Q12473	YLL051C
Q12476	YDL175C
Q12477	YDL179W
Q12479	YOR013W
Q12480	YPR004C
Q12481	YOR287C
Q12482	YPR021C
Q12483	YPL002C
Q12484	YOR343C
Q12485	YGR038C-A
Q12486	YOR131C
Q12487	YOR150W
Q12488	YDR013W
Q12489	YDL012C
Q12490	YBL005W-B
Q12491	YBL100W-B
Q12492	YPR064W
Q12493	YDR383C
Q12494	YDR017C
Q12495	YPR018W
Q12496	YOL098C
Q12497	YDR070C
Q12498	YPL156C
Q12499	YOR310C
Q12500	YLR114C
Q12502	YOR322C
Q12504	YDR257C
Q12505	YPL026C
Q12506	YOR314W
Q12507	YOR315W
Q12508	YDR255C
Q12509	YLR085C
Q12510	YDL156W
Q12511	YOR090C
Q12512	YOL154W
Q12513	YDL110C
Q12514	YPR072W
Q12515	YDL173W
Q12516	YDL133W
Q12517	YOL149W
Q12518	YDL161W
Q12520	YPL244C
Q12522	YPR016C
Q12523	YPL247C
Q12524	YLR151C
Q12525	YLL062C
Q12527	YPR049C
Q12528	YLR111W
Q12529	YPL165C
Q12530	YLR145W
Q12531	YPR015C
Q12532	YPL009C
Q12672	YPL079W
Q12674	YMR162C
Q12675	YDR093W
Q12676	YMR113W
Q12680	YDL171C
Q12690	YDL082W
Q12691	YDR038C
Q12692	YOL012C
Q12697	YOR291W
Q12734	YPR030W
Q12743	YDR411C
Q12744	YML094C-A
Q12745	YLR440C
Q12746	YML125C
Q12748	YLR381W
Q12749	YLR383W
Q12751	YMR185W
Q12753	YPR008W
Q12754	YPL012W
Q2V2P0	YPR145C-A
Q2V2P1	YLR146W-A
Q2V2P2	YKL065W-A
Q2V2P3	YKL023C-A
Q2V2P4	YIL156W-B
Q2V2P5	YIL102C-A
Q2V2P6	YGL194C-A
Q2V2P7	YDR461C-A
Q2V2P8	YDR374W-A
Q2V2P9	YDR119W-A
Q2V2Q0	YDL007C-A
Q2V2Q1	YCL058W-A
Q2V2Q2	YCL048W-A
Q2V2Q3	YBR201C-A
Q35811	Q0092
Q3E6R4	YDR524C-B
Q3E6R5	YDR381C-A
Q3E705	YGR271C-A
Q3E731	YLL018C-A
Q3E732	YLR264C-A
Q3E735	YOR034C-A
Q3E736	YOR192C-C
Q3E737	YJL047C-A
Q3E739	YIR021W-A
Q3E740	YGL258W-A
Q3E741	YAL037C-A
Q3E742	YLR412C-A
Q3E743	YJR112W-A
Q3E744	YGR161W-C
Q3E746	YHR086W-A
Q3E747	YLR363W-A
Q3E750	YGL041C-B
Q3E751	YPL119C-A
Q3E752	YPR036W-A
Q3E754	YJL136C
Q3E755	YBR200W-A
Q3E756	YBL029C-A
Q3E757	YGR085C
Q3E758	YHL048C-A
Q3E760	YMR030W-A
Q3E762	YBR230W-A
Q3E763	YDR246W-A
Q3E764	YLR262C-A
Q3E765	YKL183C-A
Q3E766	YMR175W-A
Q3E767	YNL067W-B
Q3E769	YOL159C-A
Q3E770	YAL068C
Q3E770	YGL261C
Q3E771	YLR285C-A
Q3E772	YGR169C-A
Q3E774	YDL159W-A
Q3E776	YBR255C-A
Q3E778	YBR196C-B
Q3E781	YBR221W-A
Q3E782	YMR247W-A
Q3E784	YER180C-A
Q3E785	YDR379C-A
Q3E786	YGR240C-A
Q3E787	YCR095W-A
Q3E789	YDR169C-A
Q3E790	YBR058C-A
Q3E791	YAL063C-A
Q3E792	YGR027C
Q3E793	YAL044W-A
Q3E794	YBR072C-A
Q3E795	YLR361C-A
Q3E796	YDR182W-A
Q3E798	YLR099W-A
Q3E7A0	YKL106C-A
Q3E7A2	YER078W-A
Q3E7A3	YJL133C-A
Q3E7A4	YBL059C-A
Q3E7A5	YOL164W-A
Q3E7A6	YML007C-A
Q3E7A7	YKL018C-A
Q3E7A8	YNL162W-A
Q3E7A9	YMR194C-B
Q3E7B0	YER053C-A
Q3E7B2	YJL062W-A
Q3E7B3	YPR108W-A
Q3E7B4	YPL038W-A
Q3E7B5	YMR230W-A
Q3E7B6	YCL005W-A
Q3E7B7	YDL085C-A
Q3E7B9	YOR008C-A
Q3E7C1	YDR079C-A
Q3E7X8	YEL077C
Q3E7X9	YOR167C
Q3E7Y3	YLR367W
Q3E7Y4	YBL112C
Q3E7Y4	YHR218W-A
Q3E7Y5	YBL111C
Q3E7Y6	YHR199C-A
Q3E7Y7	YOR293C-A
Q3E7Y8	YOL155W-A
Q3E7Y9	YOL097W-A
Q3E7Z0	YNL277W-A
Q3E7Z1	YNL146C-A
Q3E7Z2	YNL042W-B
Q3E7Z3	YIR018C-A
Q3E7Z4	YIL046W-A
Q3E7Z5	YIL002W-A
Q3E7Z6	YHL015W-A
Q3E7Z7	YDR003W-A
Q3E7Z8	YCR024C-B
Q3E7Z9	YOL038C-A
Q3E801	YJL136W-A
Q3E802	YGL006W-A
Q3E804	YOR381W-A
Q3E805	YOR376W-A
Q3E806	YOR316C-A
Q3E807	YOR011W-A
Q3E808	YNL130C-A
Q3E809	YML054C-A
Q3E810	YLR342W-A
Q3E811	YLR162W-A
Q3E813	YLR154C-G
Q3E814	YLL006W-A
Q3E815	YHR175W-A
Q3E816	YGR121W-A
Q3E817	YFL041W-A
Q3E818	YDR194W-A
Q3E819	YCR108C
Q3E820	YBR196C-A
Q3E821	YBL008W-A
Q3E823	YPL189C-A
Q3E824	YOR020W-A
Q3E825	YLR307C-A
Q3E826	YKL068W-A
Q3E827	YJR005C-A
Q3E828	YJL127C-B
Q3E829	YDL160C-A
Q3E830	YCR075W-A
Q3E832	YOR072W-B
Q3E833	YKR095W-A
Q3E834	YER074W-A
Q3E835	YOL086W-A
Q3E837	YJL052C-A
Q3E838	YFR012W-A
Q3E840	YBL071W-A
Q3E841	YNR034W-A
Q3E842	YMR122W-A
Q3E843	YMR158C-A
Q3E846	YMR244C-A
Q45U18	YIL134C-A
Q45U48	YGR035W-A
Q6B0R2	YMR193C-A
Q6B0R7	YMR326C
Q6B0V7	YPR002C-A
Q6B0V8	YPR038W
Q6B0W0	YPR039W
Q6B0W2	YPR014C
Q6B0X1	YMR135W-A
Q6B0X2	YMR158W-B
Q6B0Y1	YML009W-B
Q6B0Y5	YMR046W-A
Q6B0Y6	YMR052C-A
Q6B0Y7	YMR075C-A
Q6B0Y8	YML012C-A
Q6B0Z2	YML101C-A
Q6B108	YML116W-A
Q6B113	YBL107W-A
Q6B2I9	YML099W-A
Q6B2U8	YAL064C-A
Q6Q546	YNR032C-A
Q6Q547	YHR072W-A
Q6Q560	YER048W-A
Q6Q571	YMR086C-A
Q6Q572	YMR031W-A
Q6Q595	YBL091C-A
Q6Q5F3	YPR053C
Q6Q5H1	YPR158C-C
Q6Q5K6	YML058W-A
Q6Q5P6	YHL009W-A
Q6Q5X2	YDR034W-B
Q6WNK7	YBR111W-A
Q7LIF1	YLR366W
